Datetime;Conso_P204;Conso_P205;DBS_P205 ;DBE_P205 ;TA_P204 ;CO_P204 ;DBS_P204 ;DBE_P204 
2024-01-13 00:00:00;6,885977885;7,261755269;557,8541667;21,40625;19,36354167;0;554,6145833;0
2024-01-14 00:00:00;3,083128198;3,251378789;554,5034722;20,25347222;18,384375;0;555,6979167;0
2024-01-15 00:00:00;22,48816417;23,71537455;551,1875;18,08333333;16,41770833;0;555,03125;51,58333333
2024-01-16 00:00:00;26,36292435;27,80158577;558,9166667;30,71875;13,85208333;0;555,8229167;82,98958333
2024-01-17 00:00:00;22,31233802;23,52995332;555,3506944;26,76041667;16,27743056;0,145833333;555,4722222;45,375
2024-01-18 00:00:00;18,29396969;19,29229704;553,3854167;14,03125;16,02083333;0,072916667;554,4270833;69,47916667
2024-01-19 00:00:00;23,41830491;24,69627435;555,75;19,97916667;14,6;0,072916667;555,0625;51,91666667
2024-01-20 00:00:00;5,78632569;6,102093525;556,5729167;0;15,115625;0,072916667;548,4201389;21,5
2024-01-21 00:00:00;2,704477977;2,852065099;554,3854167;0,229166667;14,7;0;555,53125;39,22916667
2024-01-22 00:00:00;22,03675107;23,23932721;545,0729167;271,3645833;18,70833333;0,21875;537,34375;295,7604167
2024-01-23 00:00:00;24,0195848;25,33036693;555,0451389;552,6041667;20,96527778;0,291666667;555,1493056;553,9444444
2024-01-24 00:00:00;21,75977738;22,94723867;555,8020833;556,1458333;20,64791667;0,072916667;557,34375;555,4791667
2024-01-25 00:00:00;23,67120113;24,96297148;554,96875;555,125;19,83125;0,072916667;556,3645833;555,25
2024-01-26 00:00:00;27,6186636;29,12585246;555,7777778;552,6423611;19,41423611;0;553,4791667;555,2986111
2024-01-27 00:00:00;1,314128092;1,385841889;555,78125;566,9895833;19,715625;0;555,8854167;558,25
2024-01-28 00:00:00;0,648576224;0,68396993;555,4479167;554,7916667;19,340625;0;555,0104167;555,8333333
2024-01-29 00:00:00;6,314485243;6,659075479;556;548,03125;20,85034722;0,072916667;554,5555556;552,0798611
2024-01-30 00:00:00;5,586385241;5,891242048;555,5520833;552,40625;20,78854167;0;554,5625;555,8229167
2024-01-31 00:00:00;5,48666083;5,786075537;558,2604167;554,2916667;20,740625;0;555,1354167;553,1875
2024-02-01 00:00:00;4,01996575;4,239340868;555,1979167;551,8298611;19,94340278;0;552,8993056;555,0173611
2024-02-02 00:00:00;5,97446932;6,300504414;557,4583333;573,8541667;20,50833333;0;552,8333333;553,9166667
2024-02-03 00:00:00;1,28760782;1,357874369;557,6666667;552,6354167;18,95208333;0;554,9270833;553,15625
2024-02-04 00:00:00;0,613925506;0,647428274;557,3402778;550,4513889;18,34965278;0;556,1909722;554,8576389
2024-02-05 00:00:00;31,28140063;32,98847014;556,1979167;556,6458333;19,5125;0;555,6145833;555,5625
2024-02-06 00:00:00;26,87344608;28,33996738;554,8645833;554,28125;19,70625;0,072916667;557,8020833;553,1875
2024-02-07 00:00:00;27,55538399;29,05911959;556,5416667;552,5208333;19,67465278;0,072916667;556,0208333;553,9340278
2024-02-08 00:00:00;22,9413176;24,19325718;556,46875;552,0729167;19,51979167;0;555,9166667;554,4375
2024-02-09 00:00:00;25,73332063;27,1376237;555,4583333;550,4479167;20,56770833;0;555,5833333;554,125
2024-02-10 00:00:00;6,861926057;7,236390899;554,3125;555,5451389;20,07083333;0;555,9375;556,7152778
2024-02-11 00:00:00;2,989421723;3,152558621;556,3333333;549,5208333;19,390625;0;555,5;554,90625
2024-02-12 00:00:00;30,55741656;32,22497725;556,9479167;556,7916667;20,20104167;0,21875;555,3958333;549,7083333
2024-02-13 00:00:00;25,64848577;27,04815929;559,0868056;550,0451389;20,62152778;0,072916667;556,2916667;547,3854167
2024-02-14 00:00:00;30,31009018;31,96415393;556,2395833;552,9375;20,99791667;0;553,2083333;553,6041667
2024-02-15 00:00:00;25,38258985;26,76775305;556,65625;550,8541667;21,60104167;0;556,7569444;551,7395833
2024-02-16 00:00:00;30,55317894;32,22050838;556,9375;551,6458333;21,76770833;0;555,0729167;553,7395833
2024-02-17 00:00:00;7,799777004;8,225421676;556,3541667;551,4166667;20,35625;0;554,34375;554,1354167
2024-02-18 00:00:00;3,485422399;3,675626743;556,4201389;555,625;19,32291667;0;555,1319444;556,9722222
2024-02-19 00:00:00;23,68308777;24,97550679;556,6979167;553,2291667;20,56666667;0;556,6979167;554,9479167
2024-02-20 00:00:00;28,4837063;30,03810174;556,6354167;552,3854167;20,215625;0,145833333;555,8229167;554,8125
2024-02-21 00:00:00;25,61339814;27,01115687;558,5833333;553,9722222;20,29027778;0,145833333;555,3611111;550,3576389
2024-02-22 00:00:00;22,7192515;23,95907263;556,78125;549,71875;20,23020833;0;556,1145833;554,5729167
2024-02-23 00:00:00;24,48043503;25,8163664;557,2083333;553,7604167;20,26875;0;557,15625;553,8020833
2024-02-24 00:00:00;7,764056706;8,187752071;556,3506944;557,6041667;19,60659722;0;554,5243056;554,8923611
2024-02-25 00:00:00;4,088021876;4,311110911;557,28125;558,7916667;19,12083333;0;553,7083333;556,9791667
2024-02-26 00:00:00;35,51534899;37,45347094;555,5520833;549,8541667;20,46666667;0;554,5520833;554,3958333
2024-02-27 00:00:00;29,04202688;30,62689065;551,2986111;557,0972222;20,12638889;0,072916667;554,9826389;557,1875
2024-02-28 00:00:00;31,11719009;32,8152984;557,6354167;551,5625;20,40520833;0,072916667;553,3020833;555,5729167
2024-02-29 00:00:00;27,25160917;28,73876736;556,5625;555,9479167;19,39166667;0;555,5729167;555,875
2024-03-01 00:00:00;28,38427912;29,93324868;556,2430556;557,9375;19,68645833;0;555,1909722;554,1875
2024-03-02 00:00:00;7,272997055;7,669894613;556,0416667;556,1770833;18,93125;0,072916667;555,8020833;554,1041667
2024-03-03 00:00:00;4,267392518;4,500270058;556,125;552,03125;18,5375;0;554,59375;555,5729167
2024-03-04 00:00:00;35,93153915;37,89237318;555,2534722;547,9479167;21,378125;0;556,5104167;550,7152778
2024-03-05 00:00:00;28,62156969;30,18348852;557,1458333;551,78125;20,85;0;554,2291667;554,5729167
2024-03-06 00:00:00;36,27037233;38,24969696;556,3125;552,25;20,409375;0;554,5833333;555,8229167
2024-03-07 00:00:00;24,27000571;25,59445366;555,09375;551,6944444;20,20520833;0;555,4965278;557,5277778
2024-03-08 00:00:00;33,30135876;35,11866019;557,0729167;578,5416667;20,89479167;0,072916667;555,34375;548,65625
2024-03-09 00:00:00;1,620785763;1,709234295;556,8958333;554,53125;20,359375;0;555,0208333;554,40625
2024-03-10 00:00:00;0,754593142;0,795772338;557,0868056;552,875;19,65208333;0;554,3333333;555,2951389
2024-03-11 00:00:00;6,481977926;6,83570847;556,21875;554,5729167;20,56041667;0;553,75;551,125
2024-03-12 00:00:00;6,245304854;6,58611982;556,4166667;547,875;20,09583333;0;554,1041667;546,84375
2024-03-13 00:00:00;6,065110447;6,396091954;555,9895833;543,0833333;20,29270833;0,072916667;554,2083333;556,1180556
2024-03-14 00:00:00;5,245063356;5,531293753;551,0208333;553,9791667;21,28854167;0,291666667;554,6875;545,90625
2024-03-15 00:00:00;6,260259325;6,601890378;555,40625;556,2708333;21,17395833;0;555,3020833;552,4583333
2024-03-16 00:00:00;1,693395981;1,785806953;554,6354167;553,0625;19,88819444;0,072916667;556,9861111;554,0347222
2024-03-17 00:00:00;0,818434139;0,863097227;556,3541667;555,78125;19,44791667;0;556,0416667;553,5
2024-03-18 00:00:00;35,10301745;37,0186379;486,59375;473,0729167;20,925;0;482,7604167;553,875
2024-03-19 00:00:00;32,33996945;34,10480653;505,8958333;511,9479167;21,55729167;0,072916667;288,4375;555,6354167
2024-03-20 00:00:00;34,02185342;35,87847324;556,5053819;543,0201042;21,25233681;0,034270833;555,6238542;555,7357639
2024-03-21 00:00:00;25,49232055;26,88347191;556,1591319;547,7301042;20,93125694;0,051770833;555,8528819;554,3367014
2024-03-22 00:00:00;31,34704073;33,05769231;556,3673958;549,5032292;20,64670833;0,023333333;555,9222917;555,3498958
2024-03-23 00:00:00;7,328197539;7,728107464;556,0327778;549,9634722;19,79273611;0,0371875;556,2178819;555,7254514
2024-03-24 00:00:00;4,364187314;4,602347082;555,8947917;551,0216667;19,26176389;0,034270833;555,2572569;555,3163889
2024-03-25 00:00:00;21,48490292;22,65736393;538,5648264;495,5921528;20,87835069;0,040833333;514,7446181;556,1594792
2024-03-26 00:00:00;18,72968204;19,75178682;543,1409375;528,1885417;20,97292361;0,045208333;506,6820486;556,394375
2024-03-27 00:00:00;18,57615477;19,58988135;556,1418403;550,3240625;21,08363889;0,0371875;555,4602431;557,0907986
2024-03-28 00:00:00;14,11469204;14,8849504;556,3860417;550,7319097;20,84648264;0,044479167;553,7119097;555,8554167
2024-03-29 00:00:00;17,43156311;18,38282774;556,2024306;552,4241319;20,35359375;0,034270833;555,3063194;556,2910764
2024-03-30 00:00:00;4,803504378;5,065638288;555,6857639;553,2039583;20,16401389;0,0371875;554,9082639;556,4821181
2024-03-31 00:00:00;2,192337875;2,311976799;555,8775347;552,8307292;19,52692014;0,033541667;554,8783333;555,7854861
2024-04-01 00:00:00;20,40085587;21,51415893;546,1252778;505,6086458;20,30694792;0,116666667;532,5173611;553,1519444
2024-04-02 00:00:00;20,99405171;22,13972629;550,4911111;540,6111111;20,14744792;0,118854167;523,2745833;553,369375
2024-04-03 00:00:00;17,22704006;18,16714358;555,9801042;550,4725;20,68727083;0,0525;554,8929861;555,0749306
2024-04-04 00:00:00;13,8478432;14,60353925;556,0562847;552,9329167;20,66726042;0,045208333;554,2273958;554,7571528
2024-04-05 00:00:00;21,45244176;22,62313133;556,5043403;555,7441667;20,76949306;0,047395833;555,0481944;555,3557292
2024-04-06 00:00:00;5,447278649;5,744544216;556,1503125;552,9151042;19,35931944;0,048854167;555,3747917;555,3518056
2024-04-07 00:00:00;2,833773704;2,988416674;556,1669097;552,6400694;19,08358333;0,048854167;554,7937153;554,7555556
2024-04-08 00:00:00;19,43726563;20,49798423;546,3225;506,2369444;20,86356597;0,094791667;533,3308333;553,3591319
2024-04-09 00:00:00;21,24250271;22,40173561;551,0951736;534,3872222;20,89216667;0,0853125;524,1603819;553,6765625
2024-04-10 00:00:00;20,23990545;21,34442522;555,9602778;546,5226389;20,88515625;0,064895833;554,8155556;554,7885069
2024-04-11 00:00:00;17,9119207;18,88939911;556,2008681;549,4150347;20,78620833;0,086041667;555,1789931;553,8119444
2024-04-12 00:00:00;17,70368238;18,66979694;556,7241319;549,4327778;20,77716667;0,051770833;555,1476042;553,7891319
2024-04-13 00:00:00;5,61591993;5,922388486;555,325;547,4726389;19,90826736;0,056875;555,6967014;557,4203125
2024-04-14 00:00:00;2,355307653;2,483840065;555,1614931;549,2407986;19,67430903;0,070729167;555,4579514;555,4878125
2024-04-15 00:00:00;18,82633184;19,85371093;542,6686806;497,5174653;21,142875;0,0415625;533,1135764;553,0724653
2024-04-16 00:00:00;17,62075151;18,58234041;548,9129167;527,5559375;21,29504167;0,031354167;524,3147569;554,4899306
2024-04-17 00:00:00;19,79718107;20,87754076;556,0354514;543,8527431;21,35198958;0,020416667;555,1006597;555,0776042
2024-04-18 00:00:00;14,04135078;14,80760681;554,5733333;546,9872222;21,26697569;0,020416667;555,5040625;554,2196181
2024-04-19 00:00:00;19,68059843;20,75459604;554,8853125;546,9136806;21,26033333;0,029166667;555,7107986;555,1854861
2024-04-20 00:00:00;4,305909595;4,540889066;555,8229167;547,8611458;20,08199653;0,035729167;555,8563542;555,2701736
2024-04-21 00:00:00;2,218431576;2,339494471;555,7469444;550,0468403;19,28855556;0,042291667;555,6639583;554,924375
2024-04-22 00:00:00;19,14502729;20,18979804;531,8667014;494,9657639;20,88227431;0,0525;497,9451736;556,5589236
2024-04-23 00:00:00;19,64522401;20,71729119;543,4847917;527,8583681;20,96037153;0,075104167;507,0853819;556,3546181
2024-04-24 00:00:00;17,07709413;18,00901489;556,2702778;545,3339931;21,10213889;0,043020833;555,8656597;556,1112847
2024-04-25 00:00:00;19,19359766;20,24101896;556,2550347;549,76;20,85352431;0,035;555,1917014;555,4488194
2024-04-26 00:00:00;22,88615474;24,13508402;556,2839931;550,6415278;20,66510764;0,02625;554,4369792;555,8330556
2024-04-27 00:00:00;4,972430902;5,243783367;555,7962153;556,1093056;20,09183681;0,039375;555,1401042;557,2809028
2024-04-28 00:00:00;2,279465702;2,403859313;555,7878125;552,2910417;19,46340625;0,0371875;554,2393056;556,5525
2024-04-29 00:00:00;22,20730905;23,41919277;538,5673958;496,6960417;20,56670486;0,0678125;515,4460069;556,2864931
2024-04-30 00:00:00;21,5300226;22,70494585;543,1777431;530,4761806;20,67024653;0,062708333;506,8975347;557,0172917
2024-05-01 00:00:00;22,88355044;24,1323376;556,0669792;551,9612153;20,01482292;0,080208333;554,7826042;554,7288889
2024-05-02 00:00:00;16,78440275;17,70035093;555,6958681;561,1217361;19,94830208;0,082395833;554,4852778;554,5399653
2024-05-03 00:00:00;21,20237889;22,35942217;556,3455903;556,5154167;20,59791667;0,043020833;554,7461111;554,9846181
2024-05-04 00:00:00;5,886957106;6,208216537;555,9026042;552,0034375;19,10596875;0,044479167;555,1741667;554,9348611
2024-05-05 00:00:00;2,932520658;3,092552386;555,9912153;552,2094792;18,82356944;0,030625;554,8578125;554,7077778
2024-05-06 00:00:00;23,94003972;25,24648096;546,0802431;505,3863889;21,03063542;0,064166667;533,2420486;554,2295139
2024-05-07 00:00:00;18,81947674;19,84648174;551,1939583;535,0001389;20,92026042;0,059791667;524,2956597;553,9143056
2024-05-08 00:00:00;23,04510515;24,30270857;556,1952083;551,2108333;20,92596875;0,072916667;554,9469097;554,3839931
2024-05-09 00:00:00;15,06903893;15,89137732;556,3990972;550,8559722;20,83010417;0,091875;555,3585417;553,6885069
2024-05-10 00:00:00;19,11134863;20,15428148;556,7425;551,3582986;20,84010417;0,095520833;555,2392361;554,4675
2024-05-11 00:00:00;5,046704544;5,322110225;555,9759722;549,1962847;19,98018403;0,081666667;555,7389931;554,6622222
2024-05-12 00:00:00;2,995347436;3,158807709;556,0103819;548,8469444;19,5974375;0,0590625;555,1158681;553,6733681
2024-05-13 00:00:00;21,68620458;22,8696509;545,8759722;498,4607292;20,91352083;0,067083333;533,0595139;552,2675694
2024-05-14 00:00:00;19,74938421;20,82713555;550,3423958;528,4198264;21,29904167;0,086041667;524,0933681;552,2641319
2024-05-15 00:00:00;19,1053011;20,14790394;555,8663194;544,5365972;21,34021875;0,026979167;555,0204167;554,2448958
2024-05-16 00:00:00;16,58755829;17,4927644;556,0912847;548,1850347;21,26656944;0,026979167;555,7993403;553,6783333
2024-05-17 00:00:00;20,45796553;21,57438514;556,4357292;549,4915278;21,09941319;0,0109375;555,6171875;554,6325694
2024-05-18 00:00:00;5,245364422;5,531611249;554,3685417;548,0221875;19,90839583;0,016041667;555,9696528;554,9481597
2024-05-19 00:00:00;2,709052378;2,856889131;554,3796181;547,5427778;19,43837847;0,02625;555,7826042;555,0471528
2024-05-20 00:00:00;20,46217658;21,578826;533,6190625;494,1289583;20,97426389;0,0525;497,3119444;556,2209375
2024-05-21 00:00:00;21,69938781;22,88355356;539,5589236;527,1966667;20,99432292;0,083854167;486,49625;555,811875
2024-05-22 00:00:00;19,14606859;20,19089617;556,3241319;543,4963194;21,09423958;0,040833333;555,7646528;556,0152431
2024-05-23 00:00:00;15,14157308;15,96786977;556,3588542;547,9065625;20,85896528;0,033541667;556,1915278;555,1752083
2024-05-24 00:00:00;20,03784582;21,13133891;556,4951389;550,6246528;20,67790625;0,029895833;555,3990625;555,2753472
2024-05-25 00:00:00;4,654191424;4,908177118;556,0884028;551,4414583;19,90843403;0,036458333;554,9430208;556,2062153
2024-05-26 00:00:00;2,364642842;2,493684688;555,6970486;551,2697569;19,22357986;0,0284375;554,6883681;555,9125347
2024-05-27 00:00:00;21,96371225;23,16230255;538,2107639;497,0825;20,85641319;0,0678125;515,2800347;556,805625
2024-05-28 00:00:00;21,21655691;22,3743739;543,4779861;530,7526389;20,97318403;0,069270833;507,1526389;557,1429167
2024-05-29 00:00:00;19,9323002;21,02003353;556,2798611;548,1384375;20,76135764;0,043020833;555,2679861;556,6710764
2024-05-30 00:00:00;13,63215722;14,37608298;556,1522569;551,0028472;20,50848958;0,0371875;555,2671875;555,2652083
2024-05-31 00:00:00;21,01128326;22,15789819;556,2223611;552,3360417;20,34836458;0,032083333;555,0549306;555,3828125
2024-06-01 00:00:00;0,956366683;1,008556942;555,3176736;553,7762847;19,8765;0,126145833;555,2221528;553,3667708
2024-06-02 00:00:00;2,320314184;2,446936954;555,1575;553,1244792;18,89326736;0,108645833;555,6878125;554,4365625
2024-06-03 00:00:00;20,19977754;21,30210748;545,814375;503,0635417;21,0018125;0,071458333;533,0830903;553,4698958
2024-06-04 00:00:00;20,71408078;21,84447696;551,0629861;533,9607986;20,92095833;0,071458333;524,5967361;553,6261458
2024-06-05 00:00:00;20,78058166;21,91460688;555,9888542;549,7777083;20,973375;0,045208333;554,9305903;555,3583333
2024-06-06 00:00:00;14,94683104;15,76250039;556,1267361;553,8427083;20,81688542;0,0371875;555,2490625;554,8233681
2024-06-07 00:00:00;20,54637322;21,66761736;556,7512847;556,2803472;20,79960764;0,0503125;554,9223611;555,4705556
2024-06-08 00:00:00;4,212139;4,442001279;556,3929514;553,9168403;19,62920486;0,099166667;555,4460417;554,2708333
2024-06-09 00:00:00;2,560571224;2,700305154;556,1122222;551,8675694;19,65733333;0,081666667;555,0348958;554,1388542
2024-06-10 00:00:00;18,65976647;19,67805586;546,3547917;503,9645833;20,83843056;0,0940625;532,9727778;553,3396528
2024-06-11 00:00:00;20,31007093;21,41841973;550,9712847;531,9922222;20,8689375;0,080208333;524,0763194;552,6413194
2024-06-12 00:00:00;20,75701804;21,88975737;555,9903472;543,9250694;20,83941667;0,042534722;554,7654861;553,7732639
2024-06-13 00:00:00;17,17491722;18,11217632;555,5728125;547,4815972;20,76741667;0,0590625;554,9668056;556,1578125
2024-06-14 00:00:00;17,7042205;18,67036442;555,9310069;549,6096528;21,15930208;0,060520833;555,2711806;555,7509375
2024-06-15 00:00:00;4,851528208;5,116282846;555,5322917;549,9347569;19,93570833;0,031354167;556,2213889;554,5130208
2024-06-16 00:00:00;2,457797372;2,591922791;554,4562153;548,8834375;19,67185069;0,026979167;555,9249306;554,7305556
2024-06-17 00:00:00;18,65675604;19,67488115;542,5867708;495,3462847;21,15423958;0,021145833;533,2715972;554,7576389
2024-06-18 00:00:00;20,79705902;21,93198344;531,7401042;525,9971528;21,29041667;0,030625;319,3361458;555,5339583
2024-06-19 00:00:00;17,50100623;18,45606047;554,5648611;540,5188889;21,56369444;0,0371875;555,2611458;555,6692708
2024-06-20 00:00:00;18,26512115;19,26187419;556,1959375;545,7872917;21,02621181;0,035;555,7304167;554,5563194
2024-06-21 00:00:00;19,72161065;20,79784635;556,3504167;549,6598611;20,71931944;0,0415625;555,8098264;554,7611458
2024-06-22 00:00:00;4,955756921;5,226199464;555,9162847;549,7099653;19,79542361;0,035729167;556,0800347;555,7098264
2024-06-23 00:00:00;2,643484606;2,787743235;555,915625;550,2685764;19,19675347;0,032083333;555,9014236;555,4839931
2024-06-24 00:00:00;18,97052296;20,00577076;538,4275347;495,6182986;20,88293403;0,0525;515,1405556;556,2126736
2024-06-25 00:00:00;18,07372725;19,06003566;543,4431944;528,4769097;20,96216667;0,048854167;506,3852431;556,3353472
2024-06-26 00:00:00;16,24704545;17,1336693;556,1312153;545,21625;21,09984028;0,031354167;555,1743403;556,4421181
2024-06-27 00:00:00;16,75472043;17,66904881;556,1170486;553,2789931;20,83017361;0,040833333;555,2486806;556,0142708
2024-06-28 00:00:00;20,99329566;22,13892898;556,4110764;551,9665278;20,64717708;0,0371875;553,6628819;556,2847222
2024-06-29 00:00:00;4,95964213;5,230296695;555,8087153;553,4498958;20,129;0,039375;555,2559375;557,0430208
2024-06-30 00:00:00;2,322407119;2,449144103;555,7982639;552,6321875;19,54267708;0,0328125;554,9325;556,0511458
2024-07-01 00:00:00;18,11176193;19,10014595;546,1363542;505,3930556;20,30746875;0,116666667;530,0339583;553,2065278
2024-07-02 00:00:00;20,04603522;21,13997522;550,5463889;540,2248264;20,16120833;0,118125;521,0979514;553,3551736
2024-07-03 00:00:00;18,31607815;19,31561199;555,9533681;550,4895833;20,68803125;0,0525;554,8767014;555,1233681
2024-07-04 00:00:00;14,23081362;15,0074089;556,0775694;553,0236458;20,68227083;0,045208333;554,6303125;554,8213542
2024-07-05 00:00:00;18,85758219;19,88666666;556,5723264;555,8805208;20,78279861;0,047395833;555,0526389;555,1965278
2024-07-06 00:00:00;4,429329437;4,6710441;556,0666319;552,8109028;19,53750347;0,047395833;555,3836806;555,3378819
2024-07-07 00:00:00;2,384387085;2,514506402;556,1251736;552,7953125;19,28748264;0,047395833;554,7913194;554,6721528
2024-07-08 00:00:00;20,29371095;21,40116696;546,4500347;506,2835764;20,86625347;0,09625;533,3682292;553,5503472
2024-07-09 00:00:00;19,86179516;20,94568092;551,1485764;534,7517708;20,89294792;0,084583333;524,3969792;553,8057639
2024-07-10 00:00:00;20,70401762;21,83386464;555,9783333;546,6035417;20,88251042;0,064166667;554,7446875;554,7738542
2024-07-11 00:00:00;15,71657012;16,5742452;556,1971181;549,6927083;20,77497917;0,083854167;555,1567014;554,169375
2024-07-12 00:00:00;17,94319326;18,92237826;556,7078819;550,5138542;20,73088542;0,048125;555,0909375;554,0938542
2024-07-13 00:00:00;4,056848899;4,278236782;555,3525694;548,5339583;19,89513542;0,056875;555,7605208;557,1332292
2024-07-14 00:00:00;2,494927097;2,631078736;555,1992708;550,2380903;19,74293056;0,068541667;555,4743403;555,2751736
2024-07-15 00:00:00;15,76761236;16,62807288;546,8061458;517,5558681;21,10630208;0,037916667;539,4814236;553,7915625
2024-07-16 00:00:00;19,30606236;20,35962102;550,7135069;535,8384375;21,25391667;0,032083333;534,6761806;554,7586111
2024-07-17 00:00:00;20,26954687;21,37568421;556,0754861;547,2455903;21,31872917;0,018958333;555,0580556;555,7129861
2024-07-18 00:00:00;15,60081998;16,45217841;554,4492014;549,8007986;21,21518403;0,020416667;555,4104167;554,7083681
2024-07-19 00:00:00;16,63671261;17,54460114;554,9503125;549,8113194;21,19188542;0,0328125;555,5801736;555,3346181
2024-07-20 00:00:00;4,649298401;4,903017077;555,9471875;549,8582292;20,112625;0,040833333;555,7579167;555,2209375
2024-07-21 00:00:00;2,1316258;2,247951582;555,7062153;551,6866667;19,28148264;0,04375;555,8517708;554,9979167
2024-07-22 00:00:00;18,47902461;19,48745066;540,5781597;520,6223611;20,82302083;0,051041667;516,1815972;556,8488542
2024-07-23 00:00:00;20,4381095;21,55344554;547,6250347;538,8134028;20,9163125;0,072916667;521,9676736;556,4737847
