#!(s),Date,Time,TA_SP30P1_ET2,CO_SP30P1_ET2,DBS_SP30P1_ET2,DBE_SP30P1_ET2,TA_SP30P2_ET2,CO_SP30P2_ET2,DBS_SP30P2_ET2,DBE_SP30P2_ET2
1730751556,04.11.2024,20:19:16,21.3,407,562,551,22.2,0,551,562
1730752459,04.11.2024,20:34:19,21.2,392,562,529,21.9,0,551,562
1730753363,04.11.2024,20:49:23,20.9,384,551,518,21.7,0,551,562
1730754266,04.11.2024,21:04:26,20.8,368,562,594,21.5,0,572,551
1730755169,04.11.2024,21:19:29,20.7,368,562,518,21.3,0,540,1652
1730756072,04.11.2024,21:34:32,20.5,368,562,518,21.3,0,562,551
1730756975,04.11.2024,21:49:35,20.4,368,540,551,21.1,0,540,551
1730757878,04.11.2024,22:04:38,20.3,360,562,529,21,0,572,551
1730758782,04.11.2024,22:19:42,20.3,360,562,572,21,0,562,572
1730759685,04.11.2024,22:34:45,20.2,368,551,500,21,0,562,562
1730760588,04.11.2024,22:49:48,20.2,368,562,529,20.9,0,551,562
1730761491,04.11.2024,23:04:51,20.2,368,551,551,20.9,0,562,551
1730762394,04.11.2024,23:19:54,20,368,551,540,20.7,0,551,540
1730763297,04.11.2024,23:34:57,20.1,368,562,551,20.8,0,551,562
1730764200,04.11.2024,23:50:00,20,368,551,594,20.8,0,562,551
1730765104,05.11.2024,0:05:04,20,368,551,529,20.7,0,540,562
1730766007,05.11.2024,0:20:07,20,368,551,583,20.7,0,572,562
1730766910,05.11.2024,0:35:10,20,368,551,562,20.7,0,562,562
1730767813,05.11.2024,0:50:13,19.9,376,551,583,20.6,0,551,540
1730768716,05.11.2024,1:05:16,19.9,376,551,529,20.5,0,540,562
1730769619,05.11.2024,1:20:19,19.8,376,562,540,20.5,0,562,551
1730770522,05.11.2024,1:35:22,19.7,376,551,583,20.5,0,551,551
1730771426,05.11.2024,1:50:26,19.8,376,551,583,20.5,0,551,540
1730772329,05.11.2024,2:05:29,19.7,384,551,583,20.5,0,551,551
1730773232,05.11.2024,2:20:32,19.6,384,551,562,20.4,0,551,562
1730774135,05.11.2024,2:35:35,19.6,384,551,551,20.4,0,529,562
1730775038,05.11.2024,2:50:38,19.5,400,572,562,20.4,0,562,572
1730775941,05.11.2024,3:05:41,19.6,400,551,572,20.4,0,572,529
1730776844,05.11.2024,3:20:44,19.6,392,540,562,20.4,0,572,551
1730777748,05.11.2024,3:35:48,19.6,400,551,623,20.3,0,540,551
1730778651,05.11.2024,3:50:51,19.6,392,551,551,20.4,0,562,540
1730779554,05.11.2024,4:05:54,19.6,392,551,518,20.3,0,572,572
1730780457,05.11.2024,4:20:57,19.6,392,551,572,20.3,0,551,562
1730781360,05.11.2024,4:36:00,19.5,392,562,572,20.3,0,551,540
1730782263,05.11.2024,4:51:03,19.5,392,562,612,20.3,0,551,540
1730783166,05.11.2024,5:06:06,19.5,400,551,572,20.3,0,551,551
1730784069,05.11.2024,5:21:09,19.5,392,551,572,20.3,0,551,562
1730784972,05.11.2024,5:36:12,19.4,400,562,551,20.2,0,551,540
1730785876,05.11.2024,5:51:16,19.5,392,562,529,20.2,0,540,551
1730786779,05.11.2024,6:06:19,19.4,392,562,551,20.3,0,551,562
1730787682,05.11.2024,6:21:22,19.5,384,551,583,20.3,0,551,540
1730788585,05.11.2024,6:36:25,19.4,384,562,529,20.2,0,562,562
1730789488,05.11.2024,6:51:28,19.4,384,562,562,20.2,0,572,572
1730790392,05.11.2024,7:06:32,19.4,384,551,490,20.2,0,551,551
1730791295,05.11.2024,7:21:35,19.4,384,562,572,20.2,0,562,540
1730792198,05.11.2024,7:36:38,19.4,384,562,583,20.1,0,540,562
1730793101,05.11.2024,7:51:41,19.4,384,562,529,20,0,551,562
1730794004,05.11.2024,8:06:44,19.4,384,551,551,20.1,0,551,540
1730794907,05.11.2024,8:21:47,19.3,392,562,562,20,0,551,540
1730795811,05.11.2024,8:36:51,19.5,400,551,529,19.8,0,562,572
1730796714,05.11.2024,8:51:54,19.5,400,562,583,19.7,0,551,551
1730797617,05.11.2024,9:06:57,19.6,400,551,551,19.5,0,572,562
1730798520,05.11.2024,9:22:00,20,376,551,518,19.7,0,562,551
1730799423,05.11.2024,9:37:03,20.1,376,540,529,19.8,0,572,540
1730800326,05.11.2024,9:52:06,19.6,415,562,551,19.7,0,562,583
1730801230,05.11.2024,10:07:10,19.9,407,562,583,20.7,0,562,572
1730802133,05.11.2024,10:22:13,20,407,562,551,20.9,0,562,540
1730803036,05.11.2024,10:37:16,20.5,400,562,562,21,0,562,551
1730803939,05.11.2024,10:52:19,21.1,392,562,540,21.3,0,562,551
1730804842,05.11.2024,11:07:22,21.5,384,562,551,21.5,0,529,540
1730805745,05.11.2024,11:22:25,21.5,376,562,572,21.4,0,551,562
1730806649,05.11.2024,11:37:29,21.4,376,540,551,21.5,0,551,529
1730807552,05.11.2024,11:52:32,21.4,384,572,529,21.6,0,529,551
1730808455,05.11.2024,12:07:35,20.6,368,551,313,21.7,0,551,634
1730809358,05.11.2024,12:22:38,22.3,392,562,551,21.5,0,551,529
1730810261,05.11.2024,12:37:41,22.4,376,562,551,22,0,562,551
1730811164,05.11.2024,12:52:44,22.5,368,562,540,22.5,0,562,529
1730812068,05.11.2024,13:07:48,22.7,368,562,508,22.6,0,551,540
1730812971,05.11.2024,13:22:51,22.6,376,562,529,23.1,0,572,551
1730813874,05.11.2024,13:37:54,22.9,368,562,562,23.5,0,562,540
1730814777,05.11.2024,13:52:57,23.1,360,562,518,23.6,0,562,540
1730815680,05.11.2024,14:08:00,23.1,368,551,540,23.8,0,562,562
1730816583,05.11.2024,14:23:03,23.2,415,551,562,23.9,0,540,562
1730817486,05.11.2024,14:38:06,23.3,486,551,540,23.9,0,540,562
1730818389,05.11.2024,14:53:09,23.4,400,551,572,23.9,7,551,540
1730819293,05.11.2024,15:08:13,23.5,415,551,551,23.9,0,562,551
1730820196,05.11.2024,15:23:16,23.5,407,551,583,23.8,0,551,551
1730821099,05.11.2024,15:38:19,23.5,400,562,572,23.8,0,540,551
1730822002,05.11.2024,15:53:22,23.6,392,551,594,23.7,0,551,562
1730822905,05.11.2024,16:08:25,23.3,407,551,551,23.5,0,562,562
1730823809,05.11.2024,16:23:29,23.1,392,551,594,23.3,0,562,551
1730824712,05.11.2024,16:38:32,22.7,392,551,551,23.3,0,551,551
1730825615,05.11.2024,16:53:35,22.5,392,562,540,23.3,0,540,551
1730826518,05.11.2024,17:08:38,22.3,447,562,529,23.1,0,562,540
1730827421,05.11.2024,17:23:41,22.1,439,572,529,22.8,0,551,551
1730828324,05.11.2024,17:38:44,22.4,455,562,594,22.9,0,562,551
1730829227,05.11.2024,17:53:47,22.3,556,551,583,23,0,551,572
1730830131,05.11.2024,18:08:51,22.2,619,562,540,22.7,0,551,551
1730831034,05.11.2024,18:23:54,21.9,588,562,529,22.5,0,572,562
1730831937,05.11.2024,18:38:57,21.8,658,562,562,22.3,0,562,562
1730832840,05.11.2024,18:54:00,21.8,753,551,583,22.1,0,540,551
1730833743,05.11.2024,19:09:03,21.8,807,562,508,22,0,551,562
1730834646,05.11.2024,19:24:06,21.3,596,562,518,21.9,0,551,572
1730835549,05.11.2024,19:39:09,21.1,486,551,594,21.6,0,551,562
1730836453,05.11.2024,19:54:13,20.8,439,562,529,21.5,0,572,562
1730837356,05.11.2024,20:09:16,20.7,423,551,562,21.4,0,562,529
1730838259,05.11.2024,20:24:19,20.6,407,562,572,21.3,0,562,551
1730839162,05.11.2024,20:39:22,20.6,415,562,540,21.2,0,572,551
1730840065,05.11.2024,20:54:25,20.5,415,562,562,21.2,0,551,562
1730840969,05.11.2024,21:09:29,20.4,415,562,583,21.2,0,562,540
1730841872,05.11.2024,21:24:32,20.5,415,572,518,21.1,0,551,562
1730842775,05.11.2024,21:39:35,20.4,407,551,572,21.1,0,572,551
1730843678,05.11.2024,21:54:38,20.4,407,562,601,21.1,0,551,572
1730844581,05.11.2024,22:09:41,20.4,415,551,562,21,0,572,551
1730845484,05.11.2024,22:24:44,20.4,423,551,551,21,0,540,551
1730846388,05.11.2024,22:39:48,20.5,423,551,562,21,0,551,551
1730847291,05.11.2024,22:54:51,20.3,431,551,529,21,0,551,551
1730848194,05.11.2024,23:09:54,20.3,439,551,594,21,0,562,551
1730849097,05.11.2024,23:24:57,20.2,447,562,540,20.9,0,562,572
1730850000,05.11.2024,23:40:00,20.2,439,562,562,20.9,0,562,562
1730850903,05.11.2024,23:55:03,20.2,431,540,490,20.9,0,551,551
1730851806,06.11.2024,0:10:06,20.2,447,540,594,20.9,0,551,551
1730852710,06.11.2024,0:25:10,20.2,447,551,572,20.9,0,562,572
1730853613,06.11.2024,0:40:13,20.2,447,562,540,20.8,0,551,540
1730854516,06.11.2024,0:55:16,20.2,447,551,562,20.9,0,551,540
1730855419,06.11.2024,1:10:19,20.2,439,551,594,20.8,0,562,562
1730856322,06.11.2024,1:25:22,20.2,431,551,529,20.7,0,540,540
1730857225,06.11.2024,1:40:25,20.2,415,551,572,20.8,0,572,551
1730858128,06.11.2024,1:55:28,20.1,407,551,551,20.7,0,572,540
1730859031,06.11.2024,2:10:31,20.2,407,551,601,20.7,0,562,540
1730859934,06.11.2024,2:25:34,20.2,407,540,551,20.7,0,540,583
1730860838,06.11.2024,2:40:38,20.1,400,540,551,20.7,0,551,551
1730861741,06.11.2024,2:55:41,20,407,551,529,20.7,0,551,551
1730862644,06.11.2024,3:10:44,20,400,551,562,20.7,0,551,562
1730863547,06.11.2024,3:25:47,20.1,400,551,572,20.7,0,562,572
1730864450,06.11.2024,3:40:50,20.2,400,551,583,20.7,0,572,562
1730865354,06.11.2024,3:55:54,20.2,392,562,594,20.8,0,551,562
1730866257,06.11.2024,4:10:57,20.3,384,562,540,20.7,0,551,562
1730867160,06.11.2024,4:26:00,20.1,384,562,551,20.8,0,551,551
1730868063,06.11.2024,4:41:03,20.2,384,562,572,20.7,0,540,562
1730868966,06.11.2024,4:56:06,20.2,384,572,601,20.7,0,562,540
1730869870,06.11.2024,5:11:10,20.2,384,551,583,20.7,0,551,562
1730870773,06.11.2024,5:26:13,20.2,384,572,540,20.7,0,562,572
1730871676,06.11.2024,5:41:16,20.2,392,562,551,20.8,0,540,551
1730872579,06.11.2024,5:56:19,20.2,384,562,529,20.8,0,551,562
1730873482,06.11.2024,6:11:22,20.2,384,562,540,20.8,0,562,551
1730874386,06.11.2024,6:26:26,20.2,384,562,529,20.8,0,562,551
1730875289,06.11.2024,6:41:29,20.2,392,572,594,20.8,0,572,572
1730876192,06.11.2024,6:56:32,20.2,384,562,540,20.7,0,572,551
1730877095,06.11.2024,7:11:35,20.2,384,562,529,20.8,0,562,562
1730877998,06.11.2024,7:26:38,20.2,384,562,601,20.7,0,551,540
1730878901,06.11.2024,7:41:41,20.3,384,562,551,20.7,0,551,551
1730879804,06.11.2024,7:56:44,20.2,392,540,562,20.8,0,572,562
1730880708,06.11.2024,8:11:48,20.2,392,551,540,20.7,0,551,562
1730881611,06.11.2024,8:26:51,20.2,392,562,572,20.7,0,551,551
1730882514,06.11.2024,8:41:54,20.2,384,551,562,20.7,0,572,551
1730883417,06.11.2024,8:56:57,20.2,407,551,551,20.8,0,540,551
1730884320,06.11.2024,9:12:00,20.4,431,551,540,20.8,0,551,540
1730885223,06.11.2024,9:27:03,20.8,517,551,529,20.9,0,562,572
1730886127,06.11.2024,9:42:07,21.1,533,562,518,20.9,0,551,540
1730887030,06.11.2024,9:57:10,21.2,533,551,562,20.9,0,551,551
1730887933,06.11.2024,10:12:13,21.3,549,551,529,20.9,0,572,562
1730888836,06.11.2024,10:27:16,21.4,549,562,572,20.9,0,540,562
1730889739,06.11.2024,10:42:19,21.5,541,540,572,20.9,0,572,562
1730890642,06.11.2024,10:57:22,21.6,541,551,551,21.1,0,562,540
1730891545,06.11.2024,11:12:25,21.8,470,562,572,21.1,0,540,551
1730892448,06.11.2024,11:27:28,22,462,551,529,21.2,0,551,551
1730893352,06.11.2024,11:42:32,22,462,562,572,21.2,0,551,540
1730894255,06.11.2024,11:57:35,21.5,447,551,583,21.3,0,540,572
1730895158,06.11.2024,12:12:38,21.4,431,551,594,21.4,0,540,551
1730896061,06.11.2024,12:27:41,21.5,415,551,583,21.4,0,540,551
1730896964,06.11.2024,12:42:44,21.6,447,551,551,21.4,0,551,551
1730897867,06.11.2024,12:57:47,21.7,556,562,562,21.3,0,540,562
1730898770,06.11.2024,13:12:50,21.8,604,562,562,21.3,0,551,551
1730899674,06.11.2024,13:27:54,22.1,611,551,540,21.2,0,551,562
1730900577,06.11.2024,13:42:57,22,604,562,583,21.3,0,562,562
1730901480,06.11.2024,13:58:00,22.2,604,562,551,21.2,0,551,551
1730902383,06.11.2024,14:13:03,22.1,611,551,572,21.3,0,540,562
1730903286,06.11.2024,14:28:06,22.2,611,562,612,21.3,0,551,540
1730904189,06.11.2024,14:43:09,22.2,611,562,583,21.2,0,562,551
1730905093,06.11.2024,14:58:13,22.3,611,562,655,21.2,0,562,540
1730905996,06.11.2024,15:13:16,22.3,572,562,562,21.2,0,572,540
1730906899,06.11.2024,15:28:19,21.8,447,551,551,21.4,0,551,562
1730907802,06.11.2024,15:43:22,21.5,407,562,540,21.4,0,562,551
1730908705,06.11.2024,15:58:25,21.3,407,562,551,21.5,0,551,572
1730909608,06.11.2024,16:13:28,21.2,392,562,572,21.6,0,562,551
1730910512,06.11.2024,16:28:32,21.2,384,540,529,21.7,0,562,562
1730911415,06.11.2024,16:43:35,21,384,551,551,21.7,0,551,551
1730912318,06.11.2024,16:58:38,20.9,384,551,551,21.8,0,551,562
1730913221,06.11.2024,17:13:41,20.8,368,540,529,21.7,0,540,562
1730914124,06.11.2024,17:28:44,20.8,376,562,562,21.5,0,551,540
1730915027,06.11.2024,17:43:47,20.7,368,551,529,21.4,0,562,562
1730915930,06.11.2024,17:58:50,20.7,368,562,529,21.3,0,562,540
1730916834,06.11.2024,18:13:54,20.7,368,551,644,21.3,0,572,562
1730917737,06.11.2024,18:28:57,20.7,368,562,562,21.2,0,551,551
1730918640,06.11.2024,18:44:00,20.6,368,551,562,21.1,0,562,562
1730919543,06.11.2024,18:59:03,20.4,368,562,540,21,0,551,562
1730920446,06.11.2024,19:14:06,20.4,368,551,529,21.1,0,529,540
1730921349,06.11.2024,19:29:09,20.4,368,562,572,21,0,551,551
1730922252,06.11.2024,19:44:12,20.3,368,551,594,21,0,551,551
1730923155,06.11.2024,19:59:15,20.3,368,562,529,21,0,562,540
1730924058,06.11.2024,20:14:18,20.3,368,562,551,21,0,540,572
1730924962,06.11.2024,20:29:22,20.2,368,562,518,20.9,0,551,562
1730925865,06.11.2024,20:44:25,20.3,368,562,601,20.9,0,529,562
1730926768,06.11.2024,20:59:28,20.2,368,551,583,20.9,0,551,551
1730927671,06.11.2024,21:14:31,20.2,368,562,500,20.8,0,562,562
1730928574,06.11.2024,21:29:34,20.2,368,551,572,20.8,0,562,551
1730929477,06.11.2024,21:44:37,20.2,368,562,490,20.8,0,562,562
1730930380,06.11.2024,21:59:40,20.2,368,562,572,20.8,0,572,562
1730931283,06.11.2024,22:14:43,20.2,368,562,562,20.8,0,551,540
1730932187,06.11.2024,22:29:47,20.2,360,551,551,20.7,0,562,551
1730933090,06.11.2024,22:44:50,20.2,360,562,583,20.7,0,562,551
1730933993,06.11.2024,22:59:53,20.2,368,551,518,20.7,0,562,572
1730934896,06.11.2024,23:14:56,20.1,368,551,540,20.6,0,562,562
1730935799,06.11.2024,23:29:59,20.2,368,540,594,20.7,0,551,540
1730936702,06.11.2024,23:45:02,20.1,368,562,562,20.5,0,551,572
1730937606,07.11.2024,0:00:06,20.1,376,562,508,20.7,0,562,529
1730938509,07.11.2024,0:15:09,20.1,368,572,572,20.6,0,562,562
1730939412,07.11.2024,0:30:12,20,376,551,540,20.6,0,551,562
1730940315,07.11.2024,0:45:15,20.1,368,551,540,20.6,0,551,562
1730941218,07.11.2024,1:00:18,20,368,562,562,20.6,0,562,551
1730942121,07.11.2024,1:15:21,20,368,551,529,20.5,0,572,572
1730943024,07.11.2024,1:30:24,20,368,551,572,20.5,0,551,540
1730943928,07.11.2024,1:45:28,20,368,572,551,20.5,0,551,551
1730944831,07.11.2024,2:00:31,20,368,562,529,20.5,0,540,562
1730945734,07.11.2024,2:15:34,20,368,551,508,20.5,0,540,551
1730946637,07.11.2024,2:30:37,20,368,551,551,20.5,0,562,572
1730947540,07.11.2024,2:45:40,20,368,551,572,20.6,0,540,529
1730948443,07.11.2024,3:00:43,20,376,562,612,20.5,0,572,551
1730949347,07.11.2024,3:15:47,20.1,376,562,572,20.6,0,540,562
1730950250,07.11.2024,3:30:50,20.1,368,551,529,20.7,0,572,562
1730951153,07.11.2024,3:45:53,20.2,368,551,529,20.7,0,562,562
1730952056,07.11.2024,4:00:56,20.2,368,540,562,20.7,0,551,540
1730952959,07.11.2024,4:15:59,20.2,360,551,518,20.7,0,540,562
1730953862,07.11.2024,4:31:02,20.2,353,551,551,20.7,0,551,572
1730954766,07.11.2024,4:46:06,20.2,353,562,572,20.7,0,562,562
1730955669,07.11.2024,5:01:09,20.2,353,551,572,20.7,0,540,540
1730956572,07.11.2024,5:16:12,20.1,353,551,572,20.6,0,551,562
1730957475,07.11.2024,5:31:15,20.1,353,551,540,20.6,0,540,562
1730958378,07.11.2024,5:46:18,20.1,384,551,601,20.5,0,562,540
1730959281,07.11.2024,6:01:21,20.2,376,562,572,20.6,0,551,562
1730960184,07.11.2024,6:16:24,20.1,368,562,529,20.5,0,551,551
1730961087,07.11.2024,6:31:27,20.1,360,562,518,20.5,0,562,562
1730961991,07.11.2024,6:46:31,20,360,562,529,20.5,0,551,562
1730962894,07.11.2024,7:01:34,20,360,572,540,20.5,0,572,540
1730963797,07.11.2024,7:16:37,20.1,353,572,594,20.5,0,551,540
1730964700,07.11.2024,7:31:40,20,353,562,490,20.5,0,551,551
1730965603,07.11.2024,7:46:43,20,353,562,508,20.5,0,540,540
1730966506,07.11.2024,8:01:46,20,353,551,583,20.5,0,572,572
1730967410,07.11.2024,8:16:50,20,360,562,508,20.5,0,551,551
1730968313,07.11.2024,8:31:53,20,353,551,562,20.5,0,551,551
1730969216,07.11.2024,8:46:56,20,353,562,508,20.5,0,551,551
1730970119,07.11.2024,9:01:59,20,360,551,518,20.5,0,551,562
1730971022,07.11.2024,9:17:02,20.1,376,572,540,20.5,0,562,551
1730971925,07.11.2024,9:32:05,19.9,407,540,540,20.5,0,540,572
1730972829,07.11.2024,9:47:09,20.7,486,562,540,20.5,0,562,562
1730973732,07.11.2024,10:02:12,21.1,470,562,540,20.6,0,540,551
1730974635,07.11.2024,10:17:15,21.2,478,562,529,20.6,0,562,562
1730975538,07.11.2024,10:32:18,21.4,486,551,551,20.5,0,562,540
1730976441,07.11.2024,10:47:21,21.6,486,551,572,20.5,0,551,562
1730977344,07.11.2024,11:02:24,21.6,462,551,572,20.5,0,562,562
1730978248,07.11.2024,11:17:28,21.4,486,562,594,20.7,0,562,562
1730979151,07.11.2024,11:32:31,20.9,455,562,540,20.5,0,551,562
1730980054,07.11.2024,11:47:34,20.7,407,562,572,20.5,0,562,562
1730980957,07.11.2024,12:02:37,20.6,368,562,572,20.6,0,562,529
1730981860,07.11.2024,12:17:40,20.5,353,551,562,20.7,0,540,551
1730982763,07.11.2024,12:32:43,20.4,345,551,562,20.7,0,562,551
1730983666,07.11.2024,12:47:46,20.3,345,551,572,20.6,0,540,551
1730984570,07.11.2024,13:02:50,20.3,345,562,540,20.5,0,562,551
1730985473,07.11.2024,13:17:53,20.3,345,551,529,20.6,0,551,562
1730986376,07.11.2024,13:32:56,20.2,345,551,583,20.6,0,562,551
1730987279,07.11.2024,13:47:59,20.2,345,572,562,20.6,0,551,562
1730988182,07.11.2024,14:03:02,20.2,337,562,562,20.5,0,540,572
1730989086,07.11.2024,14:18:06,20.2,384,551,518,20.7,0,562,540
1730989989,07.11.2024,14:33:09,20.2,400,551,551,20.3,0,540,562
1730990892,07.11.2024,14:48:12,20.2,407,562,562,19.7,0,572,551
1730991795,07.11.2024,15:03:15,20.2,415,562,529,19.7,0,551,551
1730992698,07.11.2024,15:18:18,20.3,415,551,551,19.8,0,562,551
1730993601,07.11.2024,15:33:21,20.4,415,551,572,19.9,0,562,562
1730994504,07.11.2024,15:48:24,20.4,423,551,562,20,0,572,562
1730995408,07.11.2024,16:03:28,20.3,415,562,583,19.9,0,562,562
1730996311,07.11.2024,16:18:31,20.4,415,562,572,20,0,572,562
1730997214,07.11.2024,16:33:34,20.3,392,562,529,20.1,0,551,562
1730998117,07.11.2024,16:48:37,20.2,360,562,623,20,0,551,551
1730999020,07.11.2024,17:03:40,20.2,353,551,562,20.1,0,529,551
1730999923,07.11.2024,17:18:43,20.2,345,572,583,20.2,0,551,551
1731000827,07.11.2024,17:33:47,20.1,345,551,583,20.2,0,562,540
1731001730,07.11.2024,17:48:50,20.1,345,562,551,20.2,0,540,551
1731002633,07.11.2024,18:03:53,20.2,353,562,634,20.5,0,572,551
1731003536,07.11.2024,18:18:56,20.1,353,572,551,20.6,0,551,551
1731004439,07.11.2024,18:33:59,20.1,353,551,562,20.6,0,562,562
1731005342,07.11.2024,18:49:02,20,353,551,551,20.7,0,562,562
1731006245,07.11.2024,19:04:05,20,353,562,518,20.6,0,551,540
1731007149,07.11.2024,19:19:09,19.9,353,562,562,20.6,0,562,551
1731008052,07.11.2024,19:34:12,19.9,353,551,594,20.4,0,551,551
1731008955,07.11.2024,19:49:15,19.9,353,562,583,20.3,0,572,562
1731009858,07.11.2024,20:04:18,19.8,353,540,540,20.2,0,562,551
1731010761,07.11.2024,20:19:21,19.8,360,562,562,20,0,540,562
1731011664,07.11.2024,20:34:24,19.8,353,562,562,19.9,0,562,572
1731012568,07.11.2024,20:49:28,19.7,353,551,540,19.9,0,562,572
1731013471,07.11.2024,21:04:31,19.7,353,551,490,19.9,0,551,551
1731014374,07.11.2024,21:19:34,19.7,345,551,583,19.9,0,551,572
1731015277,07.11.2024,21:34:37,19.7,353,551,500,19.9,0,551,551
1731016180,07.11.2024,21:49:40,19.7,353,562,594,19.8,0,551,540
1731017083,07.11.2024,22:04:43,19.6,345,562,551,19.7,0,540,540
1731017987,07.11.2024,22:19:47,19.6,353,562,540,19.7,0,562,562
1731018890,07.11.2024,22:34:50,19.6,345,562,572,19.5,0,572,551
1731019793,07.11.2024,22:49:53,19.6,345,551,583,19.7,0,551,540
1731020696,07.11.2024,23:04:56,19.6,345,562,583,19.7,0,551,583
1731021599,07.11.2024,23:19:59,19,345,551,500,19.4,0,551,518
1731022502,07.11.2024,23:35:02,19.4,353,562,572,19.4,0,540,540
1731023406,07.11.2024,23:50:06,19.5,345,551,572,19.4,0,562,562
1731024309,08.11.2024,0:05:09,19.5,345,562,562,19.4,0,572,583
1731025212,08.11.2024,0:20:12,19.4,353,562,518,19.4,0,562,572
1731026115,08.11.2024,0:35:15,19.4,345,551,540,19.5,0,562,540
1731027018,08.11.2024,0:50:18,19.4,353,551,572,19.5,0,551,551
1731027921,08.11.2024,1:05:21,19.4,353,551,594,19.4,0,572,551
1731028825,08.11.2024,1:20:25,19.4,353,562,562,19.4,0,572,540
1731029728,08.11.2024,1:35:28,19.4,345,562,540,19.4,0,551,551
1731030631,08.11.2024,1:50:31,19.4,345,562,562,19.4,7,562,562
1731031534,08.11.2024,2:05:34,19.4,353,551,594,19.4,0,572,562
1731032437,08.11.2024,2:20:37,19.3,353,562,529,19.4,0,562,551
1731033340,08.11.2024,2:35:40,19.4,353,562,644,19.4,0,562,540
1731034244,08.11.2024,2:50:44,19.3,353,562,562,19.4,0,562,562
1731035147,08.11.2024,3:05:47,19.3,353,551,562,19.4,0,540,572
1731036050,08.11.2024,3:20:50,19.4,353,551,540,19.4,7,551,551
1731036953,08.11.2024,3:35:53,19.4,353,551,551,19.4,0,551,562
1731037856,08.11.2024,3:50:56,19.4,353,551,562,19.4,0,562,551
1731038759,08.11.2024,4:05:59,19.5,345,562,500,19.5,0,551,562
1731039663,08.11.2024,4:21:03,19.5,353,551,562,19.5,0,551,551
1731040566,08.11.2024,4:36:06,19.5,353,562,500,19.5,0,551,551
1731041469,08.11.2024,4:51:09,19.5,360,551,518,19.4,0,551,551
1731042372,08.11.2024,5:06:12,19.5,368,562,562,19.6,0,551,562
1731043275,08.11.2024,5:21:15,19.5,360,562,551,19.4,0,562,551
1731044178,08.11.2024,5:36:18,19.5,360,562,551,19.9,0,540,562
1731045081,08.11.2024,5:51:21,19.5,360,551,518,19.9,0,562,562
1731045984,08.11.2024,6:06:24,19.5,360,562,540,20.3,0,551,529
1731046888,08.11.2024,6:21:28,19.4,360,562,540,20.2,0,540,562
1731047791,08.11.2024,6:36:31,19.4,368,562,529,20,0,551,540
1731048694,08.11.2024,6:51:34,19.5,360,551,540,20,0,529,540
1731049597,08.11.2024,7:06:37,19.4,360,572,518,20.2,0,562,562
1731050500,08.11.2024,7:21:40,19.4,360,551,572,20.2,7,562,551
1731051403,08.11.2024,7:36:43,19.4,368,562,518,20.2,0,562,540
1731052306,08.11.2024,7:51:46,19.5,368,562,540,20,0,572,540
1731053210,08.11.2024,8:06:50,19.5,368,562,518,20,0,562,551
1731054113,08.11.2024,8:21:53,19.5,368,551,562,20.1,0,540,562
1731055016,08.11.2024,8:36:56,19.5,368,551,551,20,0,551,551
1731055919,08.11.2024,8:51:59,19.6,376,572,562,20,0,551,562
1731056822,08.11.2024,9:07:02,19.6,368,562,508,20.1,0,540,551
1731057725,08.11.2024,9:22:05,19.5,376,551,551,20.1,0,551,562
1731058628,08.11.2024,9:37:08,19.6,368,562,540,20,0,562,562
1731059531,08.11.2024,9:52:11,20.3,462,551,551,20.3,0,540,540
1731060435,08.11.2024,10:07:15,21.3,478,551,551,20.5,0,551,529
1731061338,08.11.2024,10:22:18,22,447,551,583,20.6,0,551,551
1731062241,08.11.2024,10:37:21,22.1,455,551,540,20.8,0,562,540
