#!(s),Date,Time,TA_HALL2_ET1,TA_SC2_ET1,CO_SC2_ET1,DBS_SC2_ET1,DBE_SC2_ET1,TA_FAB_LAB_ET1,CO_FAB_LAB_ET1,DBS_FAB_LAB_ET1,DBE_FAB_LAB_ET1,TA_HALL1_ET1
1710317530,13.03.2024,8:12:10,19.8,20.2,0,792,760,20,0,551,540,20.1
1710318434,13.03.2024,8:27:14,19.8,20.4,0,760,824,19.9,0,540,540,20
1710319337,13.03.2024,8:42:17,19.9,20.4,0,774,760,19.9,0,551,551,20
1710320240,13.03.2024,8:57:20,19.9,20.5,0,792,893,20.7,0,540,540,20
1710321143,13.03.2024,9:12:23,19.9,20.5,0,760,792,20.4,0,551,540,20.1
1710322046,13.03.2024,9:27:26,20,20.4,0,774,824,20.3,0,551,551,20.2
1710322949,13.03.2024,9:42:29,19.9,20.2,0,774,842,20.3,0,540,540,20.1
1710323852,13.03.2024,9:57:32,19.9,20.2,0,760,824,20.2,0,540,540,20
1710324755,13.03.2024,10:12:35,19.9,20.2,0,760,760,20.2,0,551,540,20
1710325659,13.03.2024,10:27:39,19.9,20.2,0,774,774,20.3,0,551,540,20.1
1710326562,13.03.2024,10:42:42,19.9,20.2,0,742,742,20.2,0,540,540,20.2
1710327465,13.03.2024,10:57:45,20,20.2,0,774,810,20.4,0,551,540,20.2
1710328368,13.03.2024,11:12:48,19.9,20.2,0,774,792,20.4,0,540,540,20.1
1710329271,13.03.2024,11:27:51,20,20.4,0,810,810,20.4,0,540,540,20.1
1710330174,13.03.2024,11:42:54,20,20.7,0,774,792,20.5,0,540,551,20.2
1710331078,13.03.2024,11:57:58,20,20.7,0,810,792,20.6,0,551,540,20.2
1710331981,13.03.2024,12:13:01,20.1,20.7,0,792,824,20.6,0,551,551,20.2
1710332884,13.03.2024,12:28:04,20.1,20.6,0,792,824,20.7,0,540,540,20.2
1710333787,13.03.2024,12:43:07,20,20.5,0,824,842,20.7,0,551,551,20.2
1710334690,13.03.2024,12:58:10,20.1,21,0,774,810,20.7,0,551,551,20.2
1710335593,13.03.2024,13:13:13,20.1,20.9,0,760,842,20.7,0,551,551,20.3
1710336496,13.03.2024,13:28:16,20.1,21,0,824,810,20.6,0,551,518,20.3
1710337400,13.03.2024,13:43:20,20.1,20.4,0,824,709,20.6,0,540,562,20.2
1710338303,13.03.2024,13:58:23,20.1,20.1,0,760,824,20.4,0,551,551,20.3
1710339206,13.03.2024,14:13:26,20,20.2,0,774,842,20.6,0,551,540,20.2
1710340109,13.03.2024,14:28:29,20.1,20.2,0,760,774,19.8,0,540,540,20.3
1710341012,13.03.2024,14:43:32,20.1,20.2,0,760,810,20,0,551,540,20.3
1710341915,13.03.2024,14:58:35,20.2,20.2,0,760,792,20.6,0,551,562,20.3
1710342819,13.03.2024,15:13:39,20.2,20.2,0,792,857,20.5,0,551,551,20.4
1710343722,13.03.2024,15:28:42,20.2,20.2,0,792,774,20.7,0,540,551,20.3
1710344625,13.03.2024,15:43:45,20.2,20.2,0,774,792,20.6,0,540,551,20.3
1710345528,13.03.2024,15:58:48,20.2,20.2,0,774,810,20.5,0,540,551,20.3
1710346429,13.03.2024,16:13:49,20.1,20.2,0,810,760,20.5,0,540,540,20.3
1710347332,13.03.2024,16:28:52,20.2,20.2,0,774,824,20.5,0,551,540,20.3
1710348235,13.03.2024,16:43:55,20.2,20.2,0,760,774,20.4,0,540,540,20.4
1710349138,13.03.2024,16:58:58,20.2,20.2,0,774,824,20.4,0,551,551,20.4
1710350042,13.03.2024,17:14:02,20.2,20.2,0,774,742,20.5,0,540,540,20.4
1710350945,13.03.2024,17:29:05,20.2,20.1,0,792,760,20.4,0,551,551,20.4
1710351848,13.03.2024,17:44:08,20.1,20.1,0,774,810,20.4,0,551,540,20.3
1710352751,13.03.2024,17:59:11,20.1,20.1,0,760,792,20.5,0,551,551,20.3
1710353654,13.03.2024,18:14:14,20.1,20.1,0,774,810,20.4,0,551,551,20.3
1710354558,13.03.2024,18:29:18,20.1,20,0,760,792,20.4,0,540,540,20.3
1710355461,13.03.2024,18:44:21,20.1,20.1,0,810,810,20.4,0,551,540,20.3
1710356364,13.03.2024,18:59:24,20.1,19.8,0,792,760,20.2,0,551,540,20.3
1710357267,13.03.2024,19:14:27,20.1,19.8,0,792,709,20.2,0,551,540,20.2
1710358170,13.03.2024,19:29:30,20.1,19.7,0,810,742,20.2,0,551,540,20.2
1710359073,13.03.2024,19:44:33,20,19.7,0,810,727,20.1,0,551,540,20.2
1710359977,13.03.2024,19:59:37,20,19.5,0,810,727,20.1,0,551,540,20.2
1710360880,13.03.2024,20:14:40,19.9,20.2,0,857,709,18.8,0,551,562,20.2
1710361783,13.03.2024,20:29:43,20,19.6,0,842,792,18.7,0,551,529,20.1
1710362686,13.03.2024,20:44:46,20,19.4,0,857,742,18.7,0,551,529,20.1
1710363589,13.03.2024,20:59:49,19.9,19.3,0,842,727,18.6,0,551,529,20.1
1710364492,13.03.2024,21:14:52,19.9,19.1,0,857,727,18.7,0,551,518,20.1
1710365395,13.03.2024,21:29:55,19.9,19.2,0,842,727,18.5,0,551,540,20.1
1710366298,13.03.2024,21:44:58,19.9,19.2,0,857,695,18.7,0,551,540,20.1
1710367201,13.03.2024,22:00:01,19.9,19.2,0,842,792,18.6,0,551,540,20.1
1710368104,13.03.2024,22:15:04,19.8,19.2,0,857,695,18.7,0,551,540,20.1
1710369008,13.03.2024,22:30:08,19.9,19.1,0,842,810,18.7,0,551,562,20.1
1710369911,13.03.2024,22:45:11,19.9,19.1,0,857,742,18.6,0,540,540,20.1
1710370814,13.03.2024,23:00:14,19.9,19,0,857,792,18.6,0,551,540,20.1
1710371717,13.03.2024,23:15:17,19.8,19,0,857,659,18.6,0,540,540,20
1710372620,13.03.2024,23:30:20,19.8,19.1,0,857,677,18.6,0,551,551,20.1
1710373523,13.03.2024,23:45:23,19.8,19,0,857,760,18.6,0,551,551,20
1710374427,14.03.2024,0:00:27,19.8,19,0,842,727,18.4,0,540,540,20
1710375330,14.03.2024,0:15:30,19.9,19,0,857,774,18.5,0,551,540,20
1710376233,14.03.2024,0:30:33,19.8,18.9,0,842,695,18.5,0,551,529,20
1710377136,14.03.2024,0:45:36,19.8,18.9,0,857,810,18.3,0,551,540,20
1710378039,14.03.2024,1:00:39,19.8,18.9,0,857,727,18.4,0,551,540,20
1710378942,14.03.2024,1:15:42,19.7,18.9,0,857,709,18.4,0,551,540,20
1710379846,14.03.2024,1:30:46,19.7,18.9,0,875,709,18.4,0,551,540,20
1710380749,14.03.2024,1:45:49,19.7,18.9,0,875,760,18.5,0,540,562,20
1710381652,14.03.2024,2:00:52,19.8,18.9,0,842,742,18.4,0,551,540,20
1710382555,14.03.2024,2:15:55,19.8,18.8,0,875,760,18.3,0,551,540,19.9
1710383458,14.03.2024,2:30:58,19.7,18.8,0,893,857,18.3,0,540,540,19.9
1710384361,14.03.2024,2:46:01,19.7,18.8,0,857,742,18.4,0,551,551,19.9
1710385265,14.03.2024,3:01:05,19.7,18.8,0,842,824,18.4,0,551,540,19.9
1710386168,14.03.2024,3:16:08,19.7,18.9,0,842,810,18.4,0,551,540,19.9
1710387071,14.03.2024,3:31:11,19.7,18.9,0,857,695,18.4,0,551,551,19.9
1710387974,14.03.2024,3:46:14,19.7,19,0,857,792,18.5,0,551,540,19.9
1710388878,14.03.2024,4:01:18,19.7,19,0,857,760,18.5,0,551,540,19.9
1710389781,14.03.2024,4:16:21,19.7,19.2,0,842,774,18.5,0,551,540,19.9
1710390684,14.03.2024,4:31:24,19.7,19.2,0,857,760,18.5,0,551,540,19.9
1710391587,14.03.2024,4:46:27,19.7,19.2,0,875,792,18.5,0,551,540,19.9
1710392490,14.03.2024,5:01:30,19.7,19.2,0,857,760,18.6,0,551,540,19.9
1710393393,14.03.2024,5:16:33,19.7,19.2,0,857,824,18.5,0,551,551,19.9
1710394297,14.03.2024,5:31:37,19.6,19.2,0,857,742,18.5,0,551,540,19.8
1710395200,14.03.2024,5:46:40,19.6,19.3,0,857,774,18.5,0,551,540,19.9
1710396103,14.03.2024,6:01:43,19.6,19.3,0,857,792,18.4,0,551,540,19.8
1710397006,14.03.2024,6:16:46,19.6,19.3,0,842,742,18.4,0,551,551,19.8
1710397909,14.03.2024,6:31:49,19.6,19.3,0,875,824,18.5,0,551,540,19.8
1710398812,14.03.2024,6:46:52,19.6,19.3,0,857,774,18.6,0,551,540,19.8
1710399716,14.03.2024,7:01:56,19.5,19.3,0,842,727,18.5,0,551,551,19.8
1710400619,14.03.2024,7:16:59,19.6,19.3,0,893,742,18.6,0,551,551,19.8
1710401522,14.03.2024,7:32:02,19.6,19.3,0,857,792,18.5,0,551,540,19.8
1710402425,14.03.2024,7:47:05,19.7,19,0,774,742,19.2,0,551,540,19.9
1710403328,14.03.2024,8:02:08,19.7,19.5,0,774,824,19.6,0,551,540,20
1710404231,14.03.2024,8:17:11,19.7,20.6,0,824,810,19.7,0,551,540,20
1710405134,14.03.2024,8:32:14,19.7,20.9,0,824,842,19.7,0,551,551,19.9
1710406038,14.03.2024,8:47:18,19.8,21.1,0,824,842,19.8,0,551,540,20
1710406941,14.03.2024,9:02:21,19.9,21.2,0,810,824,19.8,0,551,540,20.1
1710407844,14.03.2024,9:17:24,20,21.3,0,810,810,19.9,0,551,540,20.2
1710408747,14.03.2024,9:32:27,20.1,21.3,0,792,742,20,0,551,540,20.3
1710409650,14.03.2024,9:47:30,20.3,21.2,0,792,842,20.2,0,551,540,20.4
1710410553,14.03.2024,10:02:33,20.5,20.9,0,792,792,20.1,0,551,540,20.6
1710411457,14.03.2024,10:17:37,20.6,20.8,0,792,792,20.3,0,551,540,20.6
1710412360,14.03.2024,10:32:40,20.7,20.7,0,792,774,20.6,0,551,540,20.7
1710413263,14.03.2024,10:47:43,20.7,20.7,0,792,774,20.6,0,551,551,20.8
1710414166,14.03.2024,11:02:46,20.9,20.7,0,810,940,20.7,0,551,540,20.8
1710415069,14.03.2024,11:17:49,20.9,20.6,0,792,760,20.8,0,562,540,20.8
1710415972,14.03.2024,11:32:52,20.9,20.7,0,792,824,20.9,0,562,540,20.8
1710416876,14.03.2024,11:47:56,21,20.6,0,810,644,21,0,551,540,20.8
1710417779,14.03.2024,12:02:59,21,20.5,0,792,792,21.1,0,562,540,20.9
1710418682,14.03.2024,12:18:02,21,20.6,0,792,774,21.2,0,551,562,20.9
1710419585,14.03.2024,12:33:05,21,20.6,0,810,810,21.4,0,540,551,20.9
1710420488,14.03.2024,12:48:08,21.1,20.6,0,810,810,21.6,0,540,551,21
1710421391,14.03.2024,13:03:11,21,20.5,0,810,824,21.6,0,540,551,21
1710422294,14.03.2024,13:18:14,21.1,20.6,0,792,824,21.6,0,540,551,21
1710423198,14.03.2024,13:33:18,21,20.6,0,792,810,21.8,0,540,551,21
1710424101,14.03.2024,13:48:21,21,20.6,0,810,760,21.9,0,540,562,21
1710425004,14.03.2024,14:03:24,21,20.6,0,760,760,21.9,0,540,562,21
1710425907,14.03.2024,14:18:27,20.9,20.6,0,792,810,22.2,0,540,551,21
1710426810,14.03.2024,14:33:30,21,20.6,0,792,727,22.3,0,540,562,20.9
1710427713,14.03.2024,14:48:33,21,20.6,0,792,792,22.2,0,540,562,20.9
1710428616,14.03.2024,15:03:36,21,20.6,0,810,842,22.3,0,540,562,20.9
1710429520,14.03.2024,15:18:40,20.9,20.6,0,810,875,22.2,0,529,562,20.9
1710430423,14.03.2024,15:33:43,21,20.7,0,842,760,22.4,0,551,562,20.9
1710431326,14.03.2024,15:48:46,21,20.7,0,824,875,22.4,0,540,551,20.9
1710432229,14.03.2024,16:03:49,21,20.8,0,842,940,22.3,0,540,551,20.9
1710433132,14.03.2024,16:18:52,20.9,20.6,0,792,857,22.3,0,551,551,20.9
1710434035,14.03.2024,16:33:55,20.9,20.6,0,774,842,22.2,0,562,551,20.9
1710434938,14.03.2024,16:48:58,20.9,20.6,0,774,709,22.2,0,551,562,20.9
1710435842,14.03.2024,17:04:02,20.8,20.6,0,774,774,22.2,0,551,551,20.8
1710436745,14.03.2024,17:19:05,20.9,20.6,0,774,842,22.2,0,562,551,20.8
1710437648,14.03.2024,17:34:08,20.8,20.6,0,792,774,22,0,551,551,20.8
1710438551,14.03.2024,17:49:11,20.8,20.8,0,760,742,20.5,0,551,551,20.8
1710439454,14.03.2024,18:04:14,20.8,20.7,0,774,792,20.4,0,551,551,20.7
1710440357,14.03.2024,18:19:17,20.7,20.6,0,760,677,20.8,0,551,551,20.8
1710441260,14.03.2024,18:34:20,20.7,20.2,0,842,842,20.8,0,540,540,20.7
1710442163,14.03.2024,18:49:23,20.7,19.9,0,842,774,21,0,551,540,20.7
1710443066,14.03.2024,19:04:26,20.6,19.4,0,857,695,20.7,0,551,540,20.7
1710443970,14.03.2024,19:19:30,20.6,19.4,0,810,842,20.9,0,551,540,20.7
1710444873,14.03.2024,19:34:33,20.6,19.8,0,875,774,19.8,0,540,540,20.7
1710445776,14.03.2024,19:49:36,20.6,19.5,0,875,824,19.6,0,540,551,20.6
1710446679,14.03.2024,20:04:39,20.5,19.5,0,857,742,19.5,0,551,562,20.6
1710447582,14.03.2024,20:19:42,20.5,19.3,0,857,792,20.2,0,551,551,20.6
1710448485,14.03.2024,20:34:45,20.5,19.3,0,857,810,20,0,551,551,20.6
1710449389,14.03.2024,20:49:49,20.5,19.2,0,857,810,20,0,551,540,20.6
1710450292,14.03.2024,21:04:52,20.4,19.2,0,875,810,20,0,551,540,20.6
1710451195,14.03.2024,21:19:55,20.5,19.1,0,857,774,19.9,0,551,551,20.5
1710452098,14.03.2024,21:34:58,20.4,19.2,0,875,709,19.9,0,540,540,20.6
1710453001,14.03.2024,21:50:01,20.4,19.2,0,857,774,19.7,0,551,540,20.5
1710453904,14.03.2024,22:05:04,20.3,19.2,0,875,727,19.7,0,551,540,20.5
1710454807,14.03.2024,22:20:07,20.4,19.2,0,842,792,19.6,0,551,540,20.5
1710455710,14.03.2024,22:35:10,20.4,19.2,0,824,810,19.6,0,551,540,20.5
1710456614,14.03.2024,22:50:14,20.3,19.2,0,842,709,19.6,0,551,540,20.5
1710457517,14.03.2024,23:05:17,20.3,19.2,0,842,659,19.7,0,551,540,20.5
1710458420,14.03.2024,23:20:20,20.3,19.2,0,842,742,19.5,0,551,562,20.5
1710459323,14.03.2024,23:35:23,20.3,19.2,0,842,695,19.7,0,551,551,20.5
1710460226,14.03.2024,23:50:26,20.3,19.2,0,857,742,19.6,0,551,551,20.5
1710461129,15.03.2024,0:05:29,20.3,19.2,0,842,875,19.7,0,551,551,20.5
1710462033,15.03.2024,0:20:33,20.3,19.1,0,842,742,19.6,0,551,540,20.5
1710462936,15.03.2024,0:35:36,20.2,19.1,0,842,774,19.6,0,551,540,20.5
1710463839,15.03.2024,0:50:39,20.2,19.1,0,857,760,19.6,0,551,540,20.5
1710464742,15.03.2024,1:05:42,20.2,19.1,0,875,774,19.6,0,551,540,20.4
1710465645,15.03.2024,1:20:45,20.3,19.1,0,857,709,19.6,0,551,540,20.4
1710466548,15.03.2024,1:35:48,20.2,19.1,0,875,760,19.6,0,551,551,20.4
1710467452,15.03.2024,1:50:52,20.2,18.9,0,857,857,19.6,0,551,540,20.4
1710468355,15.03.2024,2:05:55,20.2,19,0,857,792,19.6,0,551,540,20.4
1710469258,15.03.2024,2:20:58,20.2,19,0,842,774,19.3,0,551,540,20.4
1710470161,15.03.2024,2:36:01,20.2,19,0,842,810,19.3,0,540,572,20.4
1710471064,15.03.2024,2:51:04,20.2,18.9,0,842,792,19.4,0,551,540,20.4
1710471967,15.03.2024,3:06:07,20.1,19,0,824,792,19.6,0,551,540,20.4
1710472870,15.03.2024,3:21:10,20.2,19.2,0,810,774,19.8,0,562,540,20.3
1710473774,15.03.2024,3:36:14,20.1,19.2,0,824,824,19.7,0,551,540,20.4
1710474677,15.03.2024,3:51:17,20.1,19.3,0,824,842,20,0,551,540,20.3
1710475580,15.03.2024,4:06:20,20.1,19.5,0,824,792,20.1,0,551,540,20.4
1710476483,15.03.2024,4:21:23,20.2,19.6,0,824,810,20,0,540,540,20.4
1710477386,15.03.2024,4:36:26,20.2,19.7,0,824,875,20.1,0,540,540,20.4
1710478289,15.03.2024,4:51:29,20.2,19.7,0,842,810,20.2,0,551,540,20.4
1710479193,15.03.2024,5:06:33,20.2,19.7,0,842,727,19.9,0,551,540,20.4
1710480096,15.03.2024,5:21:36,20.1,19.9,0,824,792,20,0,551,540,20.3
1710480999,15.03.2024,5:36:39,20.2,19.9,0,842,774,20.8,0,551,540,20.4
1710481902,15.03.2024,5:51:42,20.2,20,0,842,792,20.8,0,540,540,20.4
1710482805,15.03.2024,6:06:45,20.2,19.8,0,742,857,20.3,0,551,540,20.4
1710483708,15.03.2024,6:21:48,20.3,20.6,0,727,857,20.2,0,540,540,20.4
1710484612,15.03.2024,6:36:52,20.2,21,0,842,824,20.2,0,540,540,20.4
1710485515,15.03.2024,6:51:55,20.2,20.3,0,842,695,20.3,0,551,540,20.4
